Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00     340/1020        Graph::printGraph() const [194]
                0.00    0.00     340/1020        Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) const [196]
                0.00    0.00     340/1020        Graph::hasEulerCircuit() const [195]
[28]     0.0    0.00    0.00    1020         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [28]
-----------------------------------------------
                0.00    0.00      19/955         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [115]
                0.00    0.00     426/955         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [38]
                0.00    0.00     510/955         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [34]
[29]     0.0    0.00    0.00     955         operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00     255/765         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
                0.00    0.00     510/765         std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [125]
[30]     0.0    0.00    0.00     765         std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [30]
-----------------------------------------------
                0.00    0.00     738/738         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [69]
[31]     0.0    0.00    0.00     738         int* std::__niter_base<int*>(int*) [31]
-----------------------------------------------
                0.00    0.00     691/691         buildRandGraph(int, int, int) [178]
[32]     0.0    0.00    0.00     691         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [32]
                0.00    0.00    1382/5646        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [11]
-----------------------------------------------
                0.00    0.00     680/680         Graph::hasEulerCircuit() const [195]
[33]     0.0    0.00    0.00     680         std::vector<int, std::allocator<int> >::operator[](unsigned long) [33]
-----------------------------------------------
                0.00    0.00     510/510         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [35]
[34]     0.0    0.00    0.00     510         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [34]
                0.00    0.00     510/1143        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [18]
                0.00    0.00     510/955         operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00     123/510         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
                0.00    0.00     387/510         std::vector<int, std::allocator<int> >::push_back(int const&) [36]
[35]     0.0    0.00    0.00     510         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [35]
                0.00    0.00     510/1143        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [18]
                0.00    0.00     510/510         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [34]
-----------------------------------------------
                0.00    0.00     170/510         buildRandGraph(int, int, int) [178]
                0.00    0.00     340/510         Graph::addEdge(int, int) [78]
[36]     0.0    0.00    0.00     510         std::vector<int, std::allocator<int> >::push_back(int const&) [36]
                0.00    0.00     387/510         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [35]
                0.00    0.00     123/2185        std::vector<int, std::allocator<int> >::end() [14]
                0.00    0.00     123/123         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
-----------------------------------------------
                0.00    0.00       5/497         Graph::hasEulerCircuit() const [195]
                0.00    0.00     492/497         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [87]
[37]     0.0    0.00    0.00     497         std::vector<int, std::allocator<int> >::size() const [37]
-----------------------------------------------
                0.00    0.00     426/426         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [39]
[38]     0.0    0.00    0.00     426         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [38]
                0.00    0.00     426/1032        std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [20]
                0.00    0.00     426/955         operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00       9/426         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [134]
                0.00    0.00     162/426         std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [75]
                0.00    0.00     255/426         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
[39]     0.0    0.00    0.00     426         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [39]
                0.00    0.00     426/1032        std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [20]
                0.00    0.00     426/426         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [38]
-----------------------------------------------
                0.00    0.00     171/426         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int>&&) [77]
                0.00    0.00     255/426         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
[40]     0.0    0.00    0.00     426         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [40]
-----------------------------------------------
                0.00    0.00       4/383         std::_Bit_iterator::_Bit_iterator() [150]
                0.00    0.00     379/383         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [42]
[41]     0.0    0.00    0.00     383         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [41]
-----------------------------------------------
                0.00    0.00       1/379         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [241]
                0.00    0.00     378/379         std::vector<bool, std::allocator<bool> >::begin() [49]
[42]     0.0    0.00    0.00     379         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [42]
                0.00    0.00     379/383         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [41]
-----------------------------------------------
                0.00    0.00     379/379         std::operator+(std::_Bit_iterator const&, long) [45]
[43]     0.0    0.00    0.00     379         std::_Bit_iterator::operator+=(long) [43]
                0.00    0.00     379/379         std::_Bit_iterator_base::_M_incr(long) [44]
-----------------------------------------------
                0.00    0.00     379/379         std::_Bit_iterator::operator+=(long) [43]
[44]     0.0    0.00    0.00     379         std::_Bit_iterator_base::_M_incr(long) [44]
-----------------------------------------------
                0.00    0.00       1/379         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [241]
                0.00    0.00     378/379         std::_Bit_iterator::operator[](long) const [47]
[45]     0.0    0.00    0.00     379         std::operator+(std::_Bit_iterator const&, long) [45]
                0.00    0.00     379/379         std::_Bit_iterator::operator+=(long) [43]
-----------------------------------------------
                0.00    0.00     378/378         std::_Bit_iterator::operator[](long) const [47]
[46]     0.0    0.00    0.00     378         std::_Bit_iterator::operator*() const [46]
                0.00    0.00     378/378         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00     378/378         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [50]
[47]     0.0    0.00    0.00     378         std::_Bit_iterator::operator[](long) const [47]
                0.00    0.00     378/379         std::operator+(std::_Bit_iterator const&, long) [45]
                0.00    0.00     378/378         std::_Bit_iterator::operator*() const [46]
-----------------------------------------------
                0.00    0.00     378/378         std::_Bit_iterator::operator*() const [46]
[48]     0.0    0.00    0.00     378         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00     378/378         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [50]
[49]     0.0    0.00    0.00     378         std::vector<bool, std::allocator<bool> >::begin() [49]
                0.00    0.00     378/379         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [42]
-----------------------------------------------
                0.00    0.00      19/378         Graph::hasEulerCircuit() const [195]
                0.00    0.00     359/378         Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) const [196]
[50]     0.0    0.00    0.00     378         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [50]
                0.00    0.00     378/378         std::vector<bool, std::allocator<bool> >::begin() [49]
                0.00    0.00     378/378         std::_Bit_iterator::operator[](long) const [47]
-----------------------------------------------
                0.00    0.00     125/373         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [83]
                0.00    0.00     248/373         __gnu_cxx::new_allocator<int>::max_size() const [62]
[51]     0.0    0.00    0.00     373         __gnu_cxx::new_allocator<int>::_M_max_size() const [51]
-----------------------------------------------
                0.00    0.00       9/360         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [135]
                0.00    0.00     171/360         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [73]
                0.00    0.00     180/360         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [71]
[52]     0.0    0.00    0.00     360         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [52]
-----------------------------------------------
                0.00    0.00      19/359         Graph::hasEulerCircuit() const [195]
                0.00    0.00     340/359         Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) const [196]
[53]     0.0    0.00    0.00     359         std::_Bit_reference::operator bool() const [53]
-----------------------------------------------
                0.00    0.00     342/342         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [74]
[54]     0.0    0.00    0.00     342         int& std::forward<int&>(std::remove_reference<int&>::type&) [54]
-----------------------------------------------
                0.00    0.00     340/340         Graph::addEdge(int, int) [78]
[55]     0.0    0.00    0.00     340         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [55]
                0.00    0.00     680/5646        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [11]
-----------------------------------------------
                0.00    0.00     340/340         buildRandGraph(int, int, int) [178]
[56]     0.0    0.00    0.00     340         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) [56]
-----------------------------------------------
                0.00    0.00       2/270         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [168]
                0.00    0.00      22/270         std::vector<int, std::allocator<int> >::~vector() [105]
                0.00    0.00     246/270         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
[57]     0.0    0.00    0.00     270         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [57]
-----------------------------------------------
                0.00    0.00       1/267         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [234]
                0.00    0.00      18/267         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [121]
                0.00    0.00     248/267         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [64]
[58]     0.0    0.00    0.00     267         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [58]
-----------------------------------------------
                0.00    0.00     255/255         void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [60]
[59]     0.0    0.00    0.00     255         void __gnu_cxx::new_allocator<std::pair<int, int> >::destroy<std::pair<int, int> >(std::pair<int, int>*) [59]
-----------------------------------------------
                0.00    0.00     255/255         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
[60]     0.0    0.00    0.00     255         void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [60]
                0.00    0.00     255/255         void __gnu_cxx::new_allocator<std::pair<int, int> >::destroy<std::pair<int, int> >(std::pair<int, int>*) [59]
-----------------------------------------------
                0.00    0.00     255/255         std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [125]
[61]     0.0    0.00    0.00     255         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
                0.00    0.00     255/426         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [40]
                0.00    0.00     255/426         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [39]
                0.00    0.00     255/765         std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [30]
                0.00    0.00     255/255         void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [60]
-----------------------------------------------
                0.00    0.00     248/248         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [63]
[62]     0.0    0.00    0.00     248         __gnu_cxx::new_allocator<int>::max_size() const [62]
                0.00    0.00     248/373         __gnu_cxx::new_allocator<int>::_M_max_size() const [51]
-----------------------------------------------
                0.00    0.00     248/248         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [64]
[63]     0.0    0.00    0.00     248         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [63]
                0.00    0.00     248/248         __gnu_cxx::new_allocator<int>::max_size() const [62]
-----------------------------------------------
                0.00    0.00       2/248         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [167]
                0.00    0.00     246/248         std::vector<int, std::allocator<int> >::max_size() const [66]
[64]     0.0    0.00    0.00     248         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [64]
                0.00    0.00     248/248         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [63]
                0.00    0.00     248/267         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [58]
-----------------------------------------------
                0.00    0.00     246/246         std::vector<int, std::allocator<int> >::max_size() const [66]
[65]     0.0    0.00    0.00     246         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [65]
-----------------------------------------------
                0.00    0.00     246/246         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [87]
[66]     0.0    0.00    0.00     246         std::vector<int, std::allocator<int> >::max_size() const [66]
                0.00    0.00     246/246         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [65]
                0.00    0.00     246/248         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [64]
-----------------------------------------------
                0.00    0.00     246/246         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
[67]     0.0    0.00    0.00     246         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [67]
                0.00    0.00     246/246         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [68]
-----------------------------------------------
                0.00    0.00     246/246         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [67]
[68]     0.0    0.00    0.00     246         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [68]
                0.00    0.00     246/246         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [69]
-----------------------------------------------
                0.00    0.00     246/246         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [68]
[69]     0.0    0.00    0.00     246         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [69]
                0.00    0.00     738/738         int* std::__niter_base<int*>(int*) [31]
                0.00    0.00     246/246         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [70]
-----------------------------------------------
                0.00    0.00     246/246         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [69]
[70]     0.0    0.00    0.00     246         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [70]
-----------------------------------------------
                0.00    0.00       9/180         std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [75]
                0.00    0.00     171/180         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [76]
[71]     0.0    0.00    0.00     180         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [71]
                0.00    0.00     180/360         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [52]
-----------------------------------------------
                0.00    0.00     171/171         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [76]
[72]     0.0    0.00    0.00     171         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [72]
-----------------------------------------------
                0.00    0.00     171/171         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [76]
[73]     0.0    0.00    0.00     171         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [73]
                0.00    0.00     171/360         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [52]
-----------------------------------------------
                0.00    0.00     171/171         buildRandGraph(int, int, int) [178]
[74]     0.0    0.00    0.00     171         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [74]
                0.00    0.00     342/342         int& std::forward<int&>(std::remove_reference<int&>::type&) [54]
-----------------------------------------------
                0.00    0.00     171/171         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int>&&) [77]
[75]     0.0    0.00    0.00     171         std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [75]
                0.00    0.00     171/1032        std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [20]
                0.00    0.00     171/171         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [76]
                0.00    0.00     162/426         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [39]
                0.00    0.00       9/180         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [71]
                0.00    0.00       9/9           void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [134]
-----------------------------------------------
                0.00    0.00     171/171         std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [75]
[76]     0.0    0.00    0.00     171         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [76]
                0.00    0.00     171/180         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [71]
                0.00    0.00     171/171         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [73]
                0.00    0.00     171/171         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [72]
-----------------------------------------------
                0.00    0.00     171/171         buildRandGraph(int, int, int) [178]
[77]     0.0    0.00    0.00     171         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int>&&) [77]
                0.00    0.00     171/426         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [40]
                0.00    0.00     171/171         std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [75]
-----------------------------------------------
                0.00    0.00     170/170         buildRandGraph(int, int, int) [178]
[78]     0.0    0.00    0.00     170         Graph::addEdge(int, int) [78]
                0.00    0.00    1360/1360        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [16]
                0.00    0.00     680/2185        std::vector<int, std::allocator<int> >::end() [14]
                0.00    0.00     340/1154        std::vector<int, std::allocator<int> >::begin() [17]
                0.00    0.00     340/1031        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [24]
                0.00    0.00     340/340         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [55]
                0.00    0.00     340/510         std::vector<int, std::allocator<int> >::push_back(int const&) [36]
-----------------------------------------------
                0.00    0.00      76/152         std::vector<int, std::allocator<int> >::begin() const [91]
                0.00    0.00      76/152         std::vector<int, std::allocator<int> >::end() const [90]
[79]     0.0    0.00    0.00     152         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [79]
-----------------------------------------------
                0.00    0.00      22/145         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [104]
                0.00    0.00     123/145         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
[80]     0.0    0.00    0.00     145         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [80]
                0.00    0.00     125/125         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [85]
-----------------------------------------------
                0.00    0.00       9/132         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [130]
                0.00    0.00     123/132         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [87]
[81]     0.0    0.00    0.00     132         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [81]
-----------------------------------------------
                0.00    0.00     125/125         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [85]
[82]     0.0    0.00    0.00     125         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [82]
-----------------------------------------------
                0.00    0.00     125/125         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [86]
[83]     0.0    0.00    0.00     125         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [83]
                0.00    0.00     125/373         __gnu_cxx::new_allocator<int>::_M_max_size() const [51]
-----------------------------------------------
                0.00    0.00       2/125         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [162]
                0.00    0.00     123/125         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
[84]     0.0    0.00    0.00     125         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [84]
                0.00    0.00     125/125         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [86]
-----------------------------------------------
                0.00    0.00     125/125         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [80]
[85]     0.0    0.00    0.00     125         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [85]
                0.00    0.00     125/125         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [82]
-----------------------------------------------
                0.00    0.00     125/125         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [84]
[86]     0.0    0.00    0.00     125         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [86]
                0.00    0.00     125/125         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [83]
-----------------------------------------------
                0.00    0.00     123/123         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
[87]     0.0    0.00    0.00     123         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [87]
                0.00    0.00     492/497         std::vector<int, std::allocator<int> >::size() const [37]
                0.00    0.00     246/246         std::vector<int, std::allocator<int> >::max_size() const [66]
                0.00    0.00     123/132         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [81]
-----------------------------------------------
                0.00    0.00     123/123         std::vector<int, std::allocator<int> >::push_back(int const&) [36]
